Datetime,epoch,moteid,temp,humidity,light,voltage
2004-03-01 08:07:24,6619,1.0,21.086,39.0082,75.44,2.67532
2004-03-01 08:07:52,6620,1.0,21.0566,39.0763,75.44,2.68742
2004-03-01 08:09:00,6622,1.0,20.9782,39.2803,82.8,2.68742
2004-03-01 08:09:56,6624,1.0,21.0468,39.2123,82.8,2.68742
2004-03-01 08:10:54,6626,1.0,21.0272,39.2123,82.8,2.67532
2004-03-01 08:12:21,6629,1.0,21.086,39.0763,82.8,2.67532
2004-03-01 08:12:53,6630,1.0,21.1056,38.9742,82.8,2.68742
2004-03-01 08:13:32,6631,1.0,21.1252,39.0082,86.48,2.67532
2004-03-01 08:14:01,6632,1.0,21.086,39.0422,90.16,2.68742
2004-03-01 08:14:25,6633,1.0,21.1056,39.0082,93.84,2.68742
2004-03-01 08:14:52,6634,1.0,21.1154,38.9742,101.2,2.68742
2004-03-01 08:15:22,6635,1.0,21.1056,38.9742,108.56,2.68742
2004-03-01 08:16:07,6636,1.0,21.1252,38.9742,114.08,2.68742
2004-03-01 08:16:26,6637,1.0,21.1742,38.872,128.8,2.67532
2004-03-01 08:16:52,6638,1.0,21.184,38.872,136.16,2.68742
2004-03-01 08:17:23,6639,1.0,21.233,38.7357,136.16,2.68742
2004-03-01 08:17:54,6640,1.0,21.2428,38.7698,143.52,2.68742
2004-03-01 08:18:25,6641,1.0,21.1448,38.9401,150.88,2.68742
2004-03-01 08:18:57,6642,1.0,21.184,38.872,165.6,2.68742
2004-03-01 08:19:21,6643,1.0,21.184,38.9742,202.4,2.67532
2004-03-01 08:19:58,6644,1.0,21.1056,39.2123,187.68,2.68742
2004-03-01 08:20:21,6645,1.0,21.0566,39.3143,217.12,2.67532
2004-03-01 08:20:54,6646,1.0,21.0664,39.4162,165.6,2.67532
2004-03-01 08:21:32,6647,1.0,21.0958,39.4162,143.52,2.68742
2004-03-01 08:21:57,6648,1.0,21.1448,39.3483,121.44,2.68742
2004-03-01 08:22:34,6649,1.0,21.1644,39.3143,121.44,2.68742
2004-03-01 08:23:23,6651,1.0,21.1644,39.3143,114.08,2.68742
2004-03-01 08:24:23,6653,1.0,21.1644,39.3483,108.56,2.68742
2004-03-01 08:24:57,6654,1.0,21.2036,39.2803,104.88,2.68742
2004-03-01 08:25:27,6655,1.0,21.1938,39.2803,101.2,2.68742
2004-03-01 08:25:51,6656,1.0,21.2134,39.2123,97.52,2.68742
2004-03-01 08:26:36,6657,1.0,21.2036,39.2463,93.84,2.68742
2004-03-01 08:27:23,6659,1.0,21.2722,39.0082,90.16,2.68742
2004-03-01 08:28:01,6660,1.0,21.2624,39.0763,90.16,2.68742
2004-03-01 08:28:31,6661,1.0,21.2722,39.0422,86.48,2.68742
2004-03-01 08:28:59,6662,1.0,21.2232,39.1443,86.48,2.68742
2004-03-01 08:29:25,6663,1.0,21.1938,39.2123,82.8,2.68742
2004-03-01 07:00:04,6484,2.0,17.6462,46.6232,128.8,2.62796
2004-03-01 07:00:57,6486,2.0,17.6364,46.3281,128.8,2.62796
2004-03-01 07:01:24,6487,2.0,17.6462,46.6232,136.16,2.62796
2004-03-01 07:02:52,6490,2.0,18.3028,45.3083,136.16,2.63964
2004-03-01 07:03:22,6491,2.0,18.5968,44.7798,136.16,2.62796
2004-03-01 07:04:25,6493,2.0,19.126,43.7186,136.16,2.63964
2004-03-01 07:04:57,6494,2.0,19.3808,43.0858,136.16,2.63964
2004-03-01 07:05:26,6495,2.0,19.5572,42.7185,136.16,2.65143
2004-03-01 07:05:54,6496,2.0,19.714,42.4174,136.16,2.63964
2004-03-01 07:06:23,6497,2.0,19.8414,42.0489,136.16,2.65143
2004-03-01 07:07:21,6499,2.0,20.0472,41.5789,143.52,2.65143
2004-03-01 07:08:01,6500,2.0,20.1452,41.3771,143.52,2.65143
2004-03-01 07:08:52,6502,2.0,20.3118,41.0741,143.52,2.65143
2004-03-01 07:09:22,6503,2.0,20.3608,40.973,143.52,2.65143
2004-03-01 07:09:54,6504,2.0,20.4196,40.8718,143.52,2.65143
2004-03-01 07:11:21,6507,2.0,20.596,40.6355,143.52,2.65143
2004-03-01 07:11:54,6508,2.0,20.6548,40.5004,143.52,2.65143
2004-03-01 07:12:25,6509,2.0,20.7038,40.4328,143.52,2.65143
2004-03-01 07:12:52,6510,2.0,20.7332,40.399,143.52,2.65143
2004-03-01 07:13:55,6512,2.0,20.7528,40.2976,143.52,2.65143
2004-03-01 07:14:28,6513,2.0,20.7528,40.3652,143.52,2.65143
2004-03-01 07:14:54,6514,2.0,20.7528,40.4328,143.52,2.65143
2004-03-01 07:15:22,6515,2.0,20.7332,40.5004,143.52,2.65143
2004-03-01 07:15:58,6516,2.0,20.7136,40.6693,143.52,2.65143
2004-03-01 07:16:53,6518,2.0,20.6842,40.8381,143.52,2.65143
2004-03-01 07:17:26,6519,2.0,20.6548,40.9055,143.52,2.65143
2004-03-01 07:20:29,6525,2.0,20.7626,40.8718,150.88,2.65143
2004-03-01 07:20:56,6526,2.0,20.7724,40.7706,158.24,2.65143
2004-03-01 07:21:22,6527,2.0,20.792,40.7031,158.24,2.65143
2004-03-01 07:22:01,6528,2.0,20.8312,40.568,158.24,2.65143
2004-03-01 07:22:21,6529,2.0,20.8508,40.5004,165.6,2.65143
2004-03-01 07:22:52,6530,2.0,20.8508,40.5004,165.6,2.65143
2004-03-01 07:23:27,6531,2.0,20.8508,40.5004,165.6,2.65143
2004-03-01 07:23:56,6532,2.0,20.8312,40.5004,165.6,2.65143
2004-03-01 07:24:22,6533,2.0,20.8312,40.568,165.6,2.65143
2004-03-01 07:25:03,6534,2.0,20.8116,40.568,165.6,2.65143
2004-03-01 07:25:29,6535,2.0,20.8214,40.568,165.6,2.65143
2004-03-01 07:26:56,6538,2.0,20.8704,40.6355,165.6,2.65143
2004-03-01 07:27:22,6539,2.0,20.8704,40.6693,165.6,2.65143
2004-03-01 07:27:58,6540,2.0,20.89,40.6355,165.6,2.65143
2004-03-01 07:28:23,6541,2.0,20.9096,40.7031,165.6,2.65143
2004-03-01 07:28:51,6542,2.0,20.8998,40.7031,158.24,2.65143
2004-03-01 07:29:27,6543,2.0,20.9292,40.6355,158.24,2.65143
2004-03-01 07:30:26,6545,2.0,20.9194,40.7031,158.24,2.65143
2004-03-01 07:30:57,6546,2.0,20.9096,40.7368,158.24,2.65143
2004-03-01 07:31:21,6547,2.0,20.9096,40.7706,158.24,2.65143
2004-03-01 07:31:53,6548,2.0,20.89,40.7368,158.24,2.65143
2004-03-01 07:33:02,6550,2.0,20.8998,40.7368,158.24,2.65143
2004-03-01 07:33:32,6551,2.0,20.9096,40.6693,158.24,2.65143
2004-03-01 07:33:51,6552,2.0,20.9488,40.6018,158.24,2.66332
2004-03-01 07:35:00,6554,2.0,20.9782,40.5342,158.24,2.65143
2004-03-01 07:35:51,6556,2.0,20.9684,40.5004,158.24,2.65143
2004-03-01 07:36:53,6558,2.0,21.037,40.3314,158.24,2.65143
2004-03-01 07:37:52,6560,2.0,21.0272,40.3652,158.24,2.65143
2004-03-01 07:39:51,6564,2.0,21.0272,40.4328,165.6,2.65143
2004-03-01 07:40:21,6565,2.0,21.0076,40.4666,165.6,2.65143
2004-03-01 07:40:51,6566,2.0,21.037,40.5004,165.6,2.65143
2004-03-01 07:41:21,6567,2.0,21.0272,40.568,165.6,2.65143
2004-03-01 07:42:26,6569,2.0,21.0076,40.568,165.6,2.65143
2004-03-01 07:43:57,6572,2.0,21.037,40.5004,158.24,2.65143
2004-03-01 07:45:52,6576,2.0,21.0076,40.5342,150.88,2.65143
2004-03-01 07:46:22,6577,2.0,21.0076,40.568,150.88,2.65143
2004-03-01 07:46:56,6578,2.0,21.0076,40.5004,150.88,2.65143
2004-03-01 07:47:31,6579,2.0,21.0076,40.5004,150.88,2.65143
2004-03-01 07:49:00,6582,2.0,21.0076,40.5004,143.52,2.65143
2004-03-01 07:50:59,6586,2.0,20.988,40.4328,143.52,2.65143
2004-03-01 07:53:59,6592,2.0,21.0566,40.5004,143.52,2.66332
2004-03-01 07:54:32,6593,2.0,21.0566,40.568,143.52,2.65143
2004-03-01 07:55:21,6595,2.0,21.0468,40.6355,143.52,2.65143
2004-03-01 07:55:56,6596,2.0,21.0762,40.568,143.52,2.65143
2004-03-01 07:56:22,6597,2.0,21.0468,40.6355,143.52,2.65143
2004-03-01 07:56:54,6598,2.0,21.0664,40.6018,143.52,2.65143
2004-03-01 07:57:52,6600,2.0,21.0762,40.5342,150.88,2.66332
2004-03-01 07:58:55,6602,2.0,21.086,40.4328,150.88,2.65143
2004-03-01 08:00:57,6606,2.0,21.0664,40.5004,165.6,2.65143
2004-03-01 08:01:57,6608,2.0,21.0664,40.4328,165.6,2.65143
2004-03-01 08:02:24,6609,2.0,21.0664,40.4666,165.6,2.65143
2004-03-01 08:03:02,6610,2.0,21.086,40.4328,165.6,2.66332
2004-03-01 08:03:51,6612,2.0,21.0958,40.4328,165.6,2.65143
2004-03-01 08:05:29,6615,2.0,21.0664,40.399,165.6,2.65143
2004-03-01 08:05:55,6616,2.0,21.0958,40.3652,165.6,2.65143
2004-03-01 08:06:27,6617,2.0,21.0664,40.399,165.6,2.65143
2004-03-01 08:07:31,6619,2.0,21.0762,40.5004,165.6,2.65143
2004-03-01 08:08:29,6621,2.0,21.0566,40.6693,172.96,2.65143
2004-03-01 08:08:52,6622,2.0,21.0468,40.7031,172.96,2.65143
2004-03-01 08:09:22,6623,2.0,21.0468,40.7368,172.96,2.65143
2004-03-01 08:09:55,6624,2.0,21.086,40.7031,172.96,2.65143
2004-03-01 08:11:56,6628,2.0,21.1252,40.6355,172.96,2.65143
2004-03-01 08:12:56,6630,2.0,21.1644,40.4328,172.96,2.65143
2004-03-01 08:13:22,6631,2.0,21.184,40.399,180.32,2.65143
2004-03-01 08:13:56,6632,2.0,21.2134,40.3652,180.32,2.66332
2004-03-01 08:14:22,6633,2.0,21.2134,40.3652,180.32,2.65143
2004-03-01 08:14:57,6634,2.0,21.2036,40.3314,187.68,2.65143
2004-03-01 08:15:58,6636,2.0,21.2232,40.3314,202.4,2.66332
2004-03-01 08:16:22,6637,2.0,21.2526,40.1961,217.12,2.65143
2004-03-01 08:16:55,6638,2.0,21.2428,40.1284,224.48,2.65143
2004-03-01 08:18:21,6641,2.0,21.2722,40.1961,235.52,2.65143
2004-03-01 08:19:05,6642,2.0,21.2918,40.2299,250.24,2.66332
2004-03-01 08:21:28,6647,2.0,21.38,40.2976,235.52,2.65143
2004-03-01 08:22:30,6649,2.0,21.3996,40.3652,217.12,2.66332
2004-03-01 08:22:53,6650,2.0,21.429,40.2976,217.12,2.65143
2004-03-01 08:23:32,6651,2.0,21.4388,40.2976,217.12,2.65143
2004-03-01 08:23:56,6652,2.0,21.4486,40.2299,209.76,2.66332
2004-03-01 08:24:21,6653,2.0,21.4878,40.1622,209.76,2.66332
2004-03-01 08:25:03,6654,2.0,21.4976,40.0945,202.4,2.65143
2004-03-01 08:27:22,6659,2.0,21.5172,40.0268,187.68,2.66332
2004-03-01 08:28:52,6662,2.0,21.5172,40.0268,180.32,2.66332
2004-03-01 07:01:28,6487,3.0,17.6364,45.7366,57.04,2.63964
2004-03-01 07:02:27,6489,3.0,18.3224,44.2499,57.04,2.65143
2004-03-01 07:02:55,6490,3.0,18.8222,42.9189,57.04,2.65143
2004-03-01 07:04:54,6494,3.0,20.6744,38.8039,60.72,2.67532
2004-03-01 07:06:29,6497,3.0,20.8704,38.5311,60.72,2.67532
2004-03-01 07:06:58,6498,3.0,20.9096,38.497,60.72,2.67532
2004-03-01 07:07:25,6499,3.0,20.9096,38.4629,64.4,2.67532
2004-03-01 07:08:00,6500,3.0,20.9292,38.4287,64.4,2.67532
2004-03-01 07:09:02,6502,3.0,20.9684,38.3263,64.4,2.67532
2004-03-01 07:09:22,6503,3.0,21.0468,38.258,64.4,2.66332
2004-03-01 07:10:22,6505,3.0,21.2428,37.9161,64.4,2.67532
2004-03-01 07:11:33,6507,3.0,21.3408,37.745,64.4,2.67532
2004-03-01 07:12:21,6509,3.0,21.3996,37.5737,64.4,2.67532
2004-03-01 07:12:54,6510,3.0,21.3996,37.5737,64.4,2.67532
2004-03-01 07:13:58,6512,3.0,21.38,37.6422,64.4,2.67532
2004-03-01 07:14:22,6513,3.0,21.3702,37.6765,64.4,2.68742
2004-03-01 07:14:51,6514,3.0,21.3604,37.8134,64.4,2.67532
2004-03-01 07:16:22,6517,3.0,21.478,37.5737,68.08,2.67532
2004-03-01 07:16:56,6518,3.0,21.4976,37.6079,68.08,2.68742
2004-03-01 07:17:26,6519,3.0,21.5662,37.5394,68.08,2.68742
2004-03-01 07:17:55,6520,3.0,21.576,37.6422,68.08,2.67532
2004-03-01 07:18:23,6521,3.0,21.7328,37.2307,71.76,2.67532
2004-03-01 07:18:52,6522,3.0,21.7328,37.265,71.76,2.67532
2004-03-01 07:19:30,6523,3.0,21.7622,37.265,71.76,2.68742
2004-03-01 07:19:52,6524,3.0,21.7524,37.3336,75.44,2.67532
2004-03-01 07:20:23,6525,3.0,21.7524,37.265,79.12,2.68742
2004-03-01 07:21:22,6527,3.0,21.772,37.2307,82.8,2.68742
2004-03-01 07:21:52,6528,3.0,21.8308,37.0246,82.8,2.67532
2004-03-01 07:22:25,6529,3.0,21.8602,37.0246,86.48,2.68742
2004-03-01 07:23:03,6530,3.0,21.9092,36.8871,86.48,2.68742
2004-03-01 07:23:53,6532,3.0,21.9386,36.8871,90.16,2.67532
2004-03-01 07:25:02,6534,3.0,21.8896,36.9215,90.16,2.67532
2004-03-01 07:25:28,6535,3.0,21.87,37.0246,90.16,2.67532
2004-03-01 07:26:59,6538,3.0,21.8504,37.162,90.16,2.68742
2004-03-01 07:27:22,6539,3.0,21.8112,37.162,86.48,2.67532
2004-03-01 07:27:52,6540,3.0,21.8112,37.2307,86.48,2.67532
2004-03-01 07:29:03,6542,3.0,21.8112,37.2993,82.8,2.68742
2004-03-01 07:29:22,6543,3.0,21.8112,37.3679,82.8,2.68742
2004-03-01 07:31:03,6546,3.0,21.821,37.2993,79.12,2.68742
2004-03-01 07:31:34,6547,3.0,21.9288,37.1277,79.12,2.68742
2004-03-01 07:32:29,6549,3.0,21.9288,37.0933,79.12,2.67532
2004-03-01 07:32:51,6550,3.0,21.9484,37.0933,79.12,2.67532
2004-03-01 07:33:52,6552,3.0,21.9484,37.0933,79.12,2.68742
2004-03-01 07:35:04,6554,3.0,21.919,37.162,79.12,2.68742
2004-03-01 07:35:28,6555,3.0,21.8994,37.1963,79.12,2.68742
2004-03-01 07:35:59,6556,3.0,21.9386,37.1277,79.12,2.67532
2004-03-01 07:36:27,6557,3.0,21.9288,37.162,79.12,2.68742
2004-03-01 07:36:59,6558,3.0,21.8896,37.265,82.8,2.67532
2004-03-01 07:37:51,6560,3.0,21.919,37.162,82.8,2.68742
2004-03-01 07:38:21,6561,3.0,21.919,37.162,86.48,2.68742
2004-03-01 07:39:04,6562,3.0,21.9092,37.265,86.48,2.68742
2004-03-01 07:39:25,6563,3.0,21.8896,37.3679,86.48,2.68742
2004-03-01 07:39:59,6564,3.0,21.9288,37.2993,86.48,2.68742
2004-03-01 07:40:26,6565,3.0,21.9386,37.4365,90.16,2.68742
2004-03-01 07:41:02,6566,3.0,21.9582,37.3679,90.16,2.68742
2004-03-01 07:41:37,6567,3.0,21.9288,37.4365,90.16,2.68742
2004-03-01 07:41:57,6568,3.0,21.968,37.3336,86.48,2.67532
2004-03-01 07:42:28,6569,3.0,21.968,37.3679,86.48,2.67532
2004-03-01 07:42:51,6570,3.0,22.0268,37.2307,86.48,2.68742
2004-03-01 07:43:22,6571,3.0,22.017,37.2307,82.8,2.68742
2004-03-01 07:44:22,6573,3.0,21.9778,37.162,79.12,2.68742
2004-03-01 07:44:52,6574,3.0,21.9778,37.162,79.12,2.68742
2004-03-01 07:45:52,6576,3.0,21.9288,37.2307,75.44,2.68742
2004-03-01 07:46:51,6578,3.0,21.9876,37.0933,71.76,2.68742
2004-03-01 07:47:32,6579,3.0,22.0366,36.9559,71.76,2.68742
2004-03-01 07:47:57,6580,3.0,22.0464,36.8871,68.08,2.69964
2004-03-01 07:48:34,6581,3.0,22.0464,36.9902,68.08,2.68742
2004-03-01 07:48:58,6582,3.0,22.017,36.8871,68.08,2.69964
2004-03-01 07:49:57,6584,3.0,22.0268,36.9559,68.08,2.68742
2004-03-01 07:50:32,6585,3.0,22.0268,36.9559,68.08,2.68742
2004-03-01 07:51:54,6588,3.0,22.017,36.9559,68.08,2.68742
2004-03-01 07:52:21,6589,3.0,22.0366,36.9902,68.08,2.68742
2004-03-01 07:52:54,6590,3.0,22.0072,37.0933,68.08,2.68742
2004-03-01 07:53:52,6592,3.0,21.9876,37.162,68.08,2.68742
2004-03-01 07:54:27,6593,3.0,21.9876,37.1963,68.08,2.68742
2004-03-01 07:54:52,6594,3.0,22.0072,37.2307,68.08,2.68742
2004-03-01 07:55:21,6595,3.0,22.0268,37.265,68.08,2.68742
2004-03-01 07:55:52,6596,3.0,22.0072,37.3336,68.08,2.68742
2004-03-01 07:56:22,6597,3.0,22.0072,37.2993,68.08,2.68742
2004-03-01 07:56:56,6598,3.0,22.0072,37.2307,68.08,2.68742
2004-03-01 07:57:33,6599,3.0,21.9876,37.2993,71.76,2.68742
2004-03-01 07:57:52,6600,3.0,22.017,37.2307,71.76,2.68742
2004-03-01 07:58:22,6601,3.0,21.9974,37.2307,71.76,2.68742
2004-03-01 07:58:58,6602,3.0,22.017,37.1277,75.44,2.68742
2004-03-01 07:59:55,6604,3.0,22.0366,37.0246,79.12,2.68742
2004-03-01 08:00:21,6605,3.0,22.066,37.059,82.8,2.68742
2004-03-01 08:01:22,6607,3.0,22.0856,36.9559,86.48,2.68742
2004-03-01 08:02:02,6608,3.0,22.0856,36.8871,86.48,2.68742
2004-03-01 08:02:52,6610,3.0,22.0758,36.8871,86.48,2.69964
2004-03-01 08:03:26,6611,3.0,22.0562,37.0246,86.48,2.68742
2004-03-01 08:03:56,6612,3.0,22.066,36.8183,86.48,2.67532
2004-03-01 08:04:27,6613,3.0,22.1052,36.9559,86.48,2.68742
2004-03-01 08:04:52,6614,3.0,22.0758,36.9902,82.8,2.68742
2004-03-01 08:05:22,6615,3.0,22.0464,37.059,86.48,2.68742
2004-03-01 08:05:56,6616,3.0,22.0268,37.0933,86.48,2.68742
2004-03-01 08:07:34,6619,3.0,22.1052,37.0933,90.16,2.68742
2004-03-01 08:08:26,6621,3.0,22.0856,37.162,93.84,2.68742
2004-03-01 08:08:54,6622,3.0,22.1052,37.1277,93.84,2.68742
2004-03-01 08:09:24,6623,3.0,22.1248,37.059,93.84,2.68742
2004-03-01 08:09:55,6624,3.0,22.1248,37.0246,93.84,2.69964
2004-03-01 08:10:53,6626,3.0,22.1738,36.9559,93.84,2.68742
2004-03-01 08:11:24,6627,3.0,22.1934,36.9559,93.84,2.68742
2004-03-01 08:11:57,6628,3.0,22.2228,36.8527,93.84,2.68742
2004-03-01 08:12:24,6629,3.0,22.2326,36.8183,93.84,2.68742
2004-03-01 08:12:52,6630,3.0,22.2718,36.6807,97.52,2.69964
2004-03-01 08:13:39,6631,3.0,22.262,36.7495,97.52,2.68742
2004-03-01 08:14:05,6632,3.0,22.2816,36.6807,101.2,2.68742
2004-03-01 08:14:30,6633,3.0,22.3012,36.6807,108.56,2.68742
2004-03-01 08:14:52,6634,3.0,22.3012,36.6807,114.08,2.68742
2004-03-01 08:15:22,6635,3.0,22.3306,36.6118,121.44,2.68742
2004-03-01 08:16:04,6636,3.0,22.3208,36.6463,128.8,2.69964
2004-03-01 08:18:54,6642,3.0,22.3306,36.6807,165.6,2.69964
2004-03-01 08:19:56,6644,3.0,22.3698,36.6118,180.32,2.68742
2004-03-01 08:20:23,6645,3.0,22.3992,36.5774,202.4,2.68742
2004-03-01 08:21:54,6648,3.0,22.3894,36.7495,143.52,2.69964
2004-03-01 08:22:56,6650,3.0,22.3306,36.9559,136.16,2.68742
2004-03-01 08:23:34,6651,3.0,22.2914,37.059,128.8,2.68742
2004-03-01 08:24:30,6653,3.0,22.2816,37.0933,128.8,2.68742
2004-03-01 08:25:01,6654,3.0,22.2816,37.0933,121.44,2.68742
2004-03-01 08:25:56,6656,3.0,22.36,36.9559,114.08,2.69964
2004-03-01 08:26:22,6657,3.0,22.3894,36.8871,114.08,2.68742
2004-03-01 08:26:56,6658,3.0,22.3992,36.8183,108.56,2.68742
2004-03-01 08:27:21,6659,3.0,22.4188,36.8183,104.88,2.68742
2004-03-01 08:28:28,6661,3.0,22.4482,36.6807,101.2,2.69964
2004-03-01 08:29:01,6662,3.0,22.4972,36.543,97.52,2.68742
2004-03-01 08:29:33,6663,3.0,22.5364,36.543,93.84,2.69964
2004-03-01 07:00:51,6486,4.0,18.0284,45.4072,104.88,2.60491
2004-03-01 07:01:22,6487,4.0,18.1068,45.3413,104.88,2.60491
